Bait	Prey	Abundance	Reproducibility	Specificity	MIST	Ip	WD	WDv2	Entry.name	Gene.names	Protein.names	Length	Mass	Organism	Gene.names...primary..	mist_percent_ranking	mist_ranking	mist_percent_ranking_perBait	mist_ranking_perBait	wd_percent_ranking	WD_ranking	wd_percent_ranking_perBait	wd_ranking_perBait
EBOV_VP35	A0A0U1RRE5	0.00297735193587553	0.999456608786549	0.103176763970697	0.379108795996004	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.12132034355964	2.12132034355964	NBDY_HUMAN	NBDY LINC01420	Negative regulator of P-body association (P-body dissociating protein) (Protein NoBody)	68	7,025	Homo sapiens (Human)	NBDY	0.430945187742751	2638	0.46868475991649	510	0.476694000863183	2387	0.362212943632568	608
EBOV_VP35	A1KXE4	0.000467131463292501	0.973902687076196	0.10205823227043	0.370442918950842	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.4142135623731	1.4142135623731	F168B_HUMAN	FAM168B KIAA0280L MANI	Myelin-associated neurite-outgrowth inhibitor (Mani) (p20)	195	20,324	Homo sapiens (Human)	FAM168B	0.40030211480361	2780	0.426931106471814	550	0.189469141130773	3587	0.136743215031315	799
EBOV_VP35	A6NDG6	0.00088204068512817	0.950244776073293	0.0855608316566458	0.351837083433324	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.51661147842358	2.51661147842358	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase (G3PP) (EC 3.1.3.21) (Aspartate-based ubiquitous Mg(2+)-dependent phosphatase) (AUM) (EC 3.1.3.48) (Phosphoglycolate phosphatase) (PGP)	321	34,006	Homo sapiens (Human)	PGP	0.349805783340517	3014	0.346555323590813	627	0.590850237375914	1879	0.45615866388309	519
EBOV_VP35	A8CG34	2.54824061453538e-05	0.574794243710345	1	0.862851419887093	FU000423,FU000425,FU000451	26.5603660728077	5.96725615575025	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C (Nuclear pore membrane protein 121-2) (POM121-2) (Pore membrane protein of 121 kDa C)	1229	125,092	Homo sapiens (Human)	POM121C	0.975615019421582	114	0.945720250521914	53	0.907207596029332	422	0.78288100208768	202
EBOV_VP35	A8K7I4	1.66707270573085e-05	0.385164931811236	0.1075603374011	0.192568722661082	FU000395,FU000437	1.5	1.26683455545722	CLCA1_HUMAN	CLCA1 CACC1	Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel family member 1) (hCLCA1) (Calcium-activated chloride channel protein 1) (CaCC-1) (hCaCC-1)	914	100,226	Homo sapiens (Human)	CLCA1	0.145662494605094	3960	0.12839248434238	836	0.259818731117825	3379	0.191022964509395	769
EBOV_VP35	E9PAV3	0.000298098274062708	0.994552920421412	0.133787577601467	0.398563911524913	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	3.69684550213647	3.69684550213647	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form) (skNAC)	2078	205,422	Homo sapiens (Human)	NACA	0.502157962883011	2308	0.553235908141959	429	0.728528269313763	1249	0.545929018789143	432
EBOV_VP35	O00170	0.000775864496722058	0.981408860775852	0.0840702876522044	0.360429722856037	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.38047614284762	2.38047614284762	AIP_HUMAN	AIP XAP2	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)	330	37,636	Homo sapiens (Human)	AIP	0.370090634441075	2920	0.378914405010437	596	0.563875701337934	1998	0.432150313152401	542
EBOV_VP35	O00178	0.000103391380718986	0.757600241847434	0.144134408410181	0.332548597139081	FU000395,FU000425,FU000437,FU000451	2.16	1.71979702596786	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1 (G-protein 1) (GP-1) (GP1)	669	72,454	Homo sapiens (Human)	GTPBP1	0.309020284851096	3203	0.284968684759915	686	0.501726370306429	2307	0.384133611691023	591
EBOV_VP35	O00244	0.00751573305395193	0.987228753651988	0.120358568037739	0.3871414831088	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	3.36650164612069	3.36650164612069	ATOX1_HUMAN	ATOX1 HAH1	Copper transport protein ATOX1 (Metal transport protein ATX1)	68	7,402	Homo sapiens (Human)	ATOX1	0.459430297798855	2506	0.519832985386218	461	0.701769529564087	1377	0.521920668058454	458
EBOV_VP35	O00411	7.35694694379303e-05	0.950749730429806	0.636693389731546	0.729794938398418	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	47.8856511059591	4.85515146394454	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial (MtRPOL) (EC 2.7.7.6)	1230	138,620	Homo sapiens (Human)	POLRMT	0.948208890806997	241	0.890396659707719	106	0.928355632283107	333	0.830897703549058	163
EBOV_VP35	O00425	0.000372912620542458	0.990776420839239	0.504564819780034	0.65157070128816	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	74.0337760755184	7.50632366883833	IF2B3_HUMAN	IGF2BP3 IMP3 KOC1 VICKZ3	Insulin-like growth factor 2 mRNA-binding protein 3 (IGF2 mRNA-binding protein 3) (IMP-3) (IGF-II mRNA-binding protein 3) (KH domain-containing protein overexpressed in cancer) (hKOC) (VICKZ family member 3)	579	63,705	Homo sapiens (Human)	IGF2BP3	0.907207596029272	431	0.840292275574107	154	0.94777729823045	243	0.874739039665967	121
EBOV_VP35	O00458	0.000111972153950844	5.58110672701622e-11	0.160139519570994	0.109777909432369	FU000425	3.5197473855626	3.5197473855626	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1 (Nerve growth factor-inducible protein PC4)	451	50,269	Homo sapiens (Human)	IFRD1	0.0820025895554601	4255	0.0793319415448852	883	0.71601208459214	1317	0.536534446764091	445
EBOV_VP35	O00479	0.000557483070807304	0.760432323817808	0.1198538591365	0.316780526443273	FU000393,FU000395,FU000423,FU000425	1.3228756555323	1.3228756555323	HMGN4_HUMAN	HMGN4 HMG17L3 NHC	High mobility group nucleosome-binding domain-containing protein 4 (Non-histone chromosomal protein HMG-17-like 3) (Non-histone chromosomal protein)	90	9,539	Homo sapiens (Human)	HMGN4	0.282908933966334	3324	0.254697286012525	715	0.164220975399223	3836	0.105427974947808	846
EBOV_VP35	O00483	0.00147887798194188	0.994221533054487	0.128427393274535	0.3947942460697	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.63299316185545	1.63299316185545	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)	81	9,370	Homo sapiens (Human)	NDUFA4	0.489425981873086	2367	0.540709812108557	441	0.320025895554596	3112	0.244258872651357	717
EBOV_VP35	O00541	0.000192474657401093	0.976272830128677	0.293963868467926	0.502725774902007	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.80849090447964	1.92093244725541	PESC_HUMAN	PES1	Pescadillo homolog	588	68,003	Homo sapiens (Human)	PES1	0.80923608113934	885	0.647181628392481	339	0.640051791109189	1669	0.489561586638831	490
EBOV_VP35	O00566	2.03355305028878e-05	0.386792176052448	1	0.804847111277224	FU000393,FU000395	9.39050748043972	4.45101825354241	MPP10_HUMAN	MPHOSPH10 MPP10	U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)	681	78,864	Homo sapiens (Human)	MPHOSPH10	0.966767371601126	155	0.921711899791226	76	0.867716875269733	598	0.703549060542795	280
EBOV_VP35	O00567	0.00193211248231357	0.996415682758011	0.438266114111574	0.607871449876349	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	19.6986661186964	8.46408526168202	NOP56_HUMAN	NOP56 NOL5A	Nucleolar protein 56 (Nucleolar protein 5A)	594	66,050	Homo sapiens (Human)	NOP56	0.872895986188966	590	0.759916492693106	231	0.899438929650395	467	0.765135699373693	226
EBOV_VP35	O00571	0.000351757235635077	0.953137660475551	0.0815042422573237	0.349945631969464	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.27303028283098	2.27303028283098	DDX3X_HUMAN	DDX3X DBX DDX3	ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (Helicase-like protein 2) (HLP2)	662	73,243	Homo sapiens (Human)	DDX3X	0.345274061286137	3035	0.337160751565761	636	0.536901165299954	2126	0.414405010438413	561
EBOV_VP35	O14654	0.000602765403345579	0.969494824261968	0.587170219779529	0.701632887972414	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	4.85707651696447	4.85707651696447	IRS4_HUMAN	IRS4	Insulin receptor substrate 4 (IRS-4) (160 kDa phosphotyrosine protein) (py160) (Phosphoprotein of 160 kDa) (pp160)	1257	133,768	Homo sapiens (Human)	IRS4	0.940871817004668	275	0.87995824634655	116	0.801035822183851	923	0.62108559498956	364
EBOV_VP35	O14734	2.1386160817911e-05	5.58110672701622e-11	0.127585852843589	0.0874615054615465	FU000393	1.22474487139159	1.22474487139159	ACOT8_HUMAN	ACOT8 ACTEIII PTE1	Acyl-coenzyme A thioesterase 8 (Acyl-CoA thioesterase 8) (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (EC 3.1.2.27) (HIV-Nef-associated acyl-CoA thioesterase) (Peroxisomal acyl-CoA thioesterase 2) (PTE-2) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (PTE-1) (Peroxisomal long-chain acyl-CoA thioesterase 1) (Thioesterase II) (hACTE-III) (hACTEIII) (hTE)	319	35,914	Homo sapiens (Human)	ACOT8	0.0740181268882179	4292	0.0709812108559499	891	0.0943029779887786	4012	0.0553235908141962	880
EBOV_VP35	O14757	0.000110969549226351	0.566239313805937	0.0807071800348877	0.230028055852775	FU000393,FU000423,FU000437	1.52752523165195	1.52752523165195	CHK1_HUMAN	CHEK1 CHK1	Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1)	476	54,434	Homo sapiens (Human)	CHEK1	0.177384548985759	3813	0.163883089770355	802	0.27751402675874	3306	0.206680584551148	750
EBOV_VP35	O14933	0.000262743890287083	0.375477595664745	0.0746014553800965	0.16698771222164	FU000423,FU000451	1.58113883008419	1.58113883008419	UB2L6_HUMAN	UBE2L6 UBCH8	Ubiquitin/ISG15-conjugating enzyme E2 L6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L6) (Retinoic acid-induced gene B protein) (RIG-B) (UbcH8) (Ubiquitin carrier protein L6) (Ubiquitin-protein ligase L6)	153	17,769	Homo sapiens (Human)	UBE2L6	0.127535606387571	4044	0.116910229645094	847	0.302762192490289	3190	0.233820459290188	730
EBOV_VP35	O14965	0.000127985745295112	0.663239012048022	0.279205029340061	0.396027734845124	FU000395,FU000423,FU000425,FU000437	1.90494094396651	1.51671841207315	AURKA_HUMAN	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (hARK1) (Breast tumor-amplified kinase) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A)	403	45,809	Homo sapiens (Human)	AURKA	0.494173500215769	2345	0.546972860125258	435	0.416271040138108	2698	0.316283924843424	653
EBOV_VP35	O15042	0.00269145741102242	0.99650288436265	0.108803193978308	0.382052753502648	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	7.81024967590665	7.81024967590665	SR140_HUMAN	U2SURP KIAA0332 SR140	U2 snRNP-associated SURP motif-containing protein (140 kDa Ser/Arg-rich domain protein) (U2-associated protein SR140)	1029	118,292	Homo sapiens (Human)	U2SURP	0.442382391022854	2585	0.493736951983296	486	0.860595597755707	647	0.693110647181626	295
EBOV_VP35	O15160	0.000187809240443857	0.814147000694995	0.297849073149078	0.455368411601925	FU000393,FU000395,FU000425,FU000437,FU000451	26.6208376158771	4.26598795696912	RPAC1_HUMAN	POLR1C POLR1E	DNA-directed RNA polymerases I and III subunit RPAC1 (DNA-directed RNA polymerase I subunit C) (RNA polymerases I and III subunit AC1) (AC40) (DNA-directed RNA polymerases I and III 40 kDa polypeptide) (RPA40) (RPA39) (RPC40)	346	39,250	Homo sapiens (Human)	POLR1C	0.726154510142371	1270	0.615866388308973	369	0.90936555891237	421	0.791231732776615	201
EBOV_VP35	O15226	0.00258162487226518	0.99549947923661	0.984826712111066	0.982265400232367	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	259.206669177753	26.281101128558	NKRF_HUMAN	NKRF ITBA4 NRF	NF-kappa-B-repressing factor (NFkB-repressing factor) (Protein ITBA4) (Transcription factor NRF)	690	77,673	Homo sapiens (Human)	NKRF	0.995252481657229	23	0.986430062630474	14	0.991583944756125	40	0.979123173277658	21
EBOV_VP35	O15235	0.00231543222091472	0.974429430722625	0.125152321301095	0.386447680012001	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.67706306736817	2.67706306736817	RT12_HUMAN	MRPS12 RPMS12 RPSM12	28S ribosomal protein S12, mitochondrial (MRP-S12) (S12mt) (MT-RPS12) (Mitochondrial small ribosomal subunit protein uS12m)	138	15,173	Homo sapiens (Human)	MRPS12	0.456193353474298	2521	0.516701461377868	464	0.615666810530856	1763	0.473903966597077	504
EBOV_VP35	O15347	0.000466963281634543	0.145920148448475	0.0736314517017332	0.0954986229580215	FU000393,FU000425	2.54950975679639	2.54950975679639	HMGB3_HUMAN	HMGB3 HMG2A HMG4	High mobility group protein B3 (High mobility group protein 2a) (HMG-2a) (High mobility group protein 4) (HMG-4)	200	22,980	Homo sapiens (Human)	HMGB3	0.076607682347864	4280	0.0730688935281837	889	0.596029348295206	1854	0.460334029227557	517
EBOV_VP35	O15446	0.000190022219593392	0.975541624349807	0.394107286460618	0.571149475834693	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	13.0526287867528	3.0800102561964	RPA34_HUMAN	CD3EAP ASE1 CAST PAF49	DNA-directed RNA polymerase I subunit RPA34 (A34.5) (Antisense to ERCC-1 protein) (ASE-1) (CD3-epsilon-associated protein) (CAST) (CD3E-associated protein) (RNA polymerase I-associated factor PAF49)	510	54,986	Homo sapiens (Human)	CD3EAP	0.850884764781977	692	0.702505219206676	286	0.882175226586089	547	0.730688935281835	259
EBOV_VP35	O43143	0.00250010385707009	0.997139457895672	0.749554864486185	0.821489692717464	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	70.6562506274107	16.6726549994032	DHX15_HUMAN	DHX15 DBP1 DDX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (ATP-dependent RNA helicase #46) (DEAH box protein 15)	795	90,933	Homo sapiens (Human)	DHX15	0.970220112213987	139	0.932150313152395	66	0.9449719464825	256	0.865344467640915	130
EBOV_VP35	O43159	0.000555301847951939	0.991101999776901	0.545093844517322	0.679455290945251	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	80.1151637939287	8.12291878244596	RRP8_HUMAN	RRP8 KIAA0409 NML hucep-1	Ribosomal RNA-processing protein 8 (EC 2.1.1.-) (Cerebral protein 1) (Nucleomethylin)	456	50,715	Homo sapiens (Human)	RRP8	0.922529132498843	360	0.865344467640913	130	0.951445835131615	226	0.882045929018786	114
EBOV_VP35	O43172	0.000517526000158868	0.983641716176114	1	0.988996063146777	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	828.070263103169	19.8115634933678	PRP4_HUMAN	PRPF4 PRP4	U4/U6 small nuclear ribonucleoprotein Prp4 (PRP4 homolog) (hPrp4) (U4/U6 snRNP 60 kDa protein) (WD splicing factor Prp4)	522	58,449	Homo sapiens (Human)	PRPF4	0.997194648251964	14	0.989561586638824	11	0.997410444540328	13	0.993736951983294	7
EBOV_VP35	O43175	0.000298623518561018	0.957191791951414	0.0663362581098489	0.340798331663823	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.87082869338697	1.87082869338697	SERA_HUMAN	PHGDH PGDH3	D-3-phosphoglycerate dehydrogenase (3-PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399) (Malate dehydrogenase) (EC 1.1.1.37)	533	56,651	Homo sapiens (Human)	PHGDH	0.32455761760897	3131	0.30688935281837	665	0.401381096245143	2727	0.303757828810021	660
EBOV_VP35	O43252	1.12601137364631e-05	5.58110672701622e-11	0.219659157095266	0.150578615907873	FU000395	1.48016560898457	1.48016560898457	PAPS1_HUMAN	PAPSS1 ATPSK1 PAPSS	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]	624	70,833	Homo sapiens (Human)	PAPSS1	0.115235217954252	4101	0.107515657620042	856	0.241691842900302	3468	0.180584551148226	779
